0.944214 ,0.199979 ,0.261666, -0.503324 
0.32923 ,-0.593123 ,-0.734719, -0.354091 
0.00827158 ,0.77988 ,-0.625874, 0.113975 
0 ,0 ,0, 1 
0.944214 ,0.199979 ,0.261666, -0.503324 
0.32923 ,-0.593123 ,-0.734719, -0.354091 
0.00827158 ,0.77988 ,-0.625874, 0.113975 
0 ,0 ,0, 1 
0.944214 ,0.199979 ,0.261666, -0.503324 
0.32923 ,-0.593123 ,-0.734719, -0.354091 
0.00827158 ,0.77988 ,-0.625874, 0.113975 
0 ,0 ,0, 1 
0.801409 ,0.566787 ,0.191038, -0.491206 
0.471289 ,-0.401734 ,-0.785173, -0.377136 
-0.368279 ,0.719279 ,-0.589074, 0.113464 
0 ,0 ,0, 1 
0.801409 ,0.566787 ,0.191038, -0.491206 
0.471289 ,-0.401734 ,-0.785173, -0.377136 
-0.368279 ,0.719279 ,-0.589074, 0.113464 
0 ,0 ,0, 1 
0.801409 ,0.566787 ,0.191038, -0.491206 
0.471289 ,-0.401734 ,-0.785173, -0.377136 
-0.368279 ,0.719279 ,-0.589074, 0.113464 
0 ,0 ,0, 1 
0.792416 ,0.526729 ,0.307625, -0.546279 
0.560919 ,-0.431065 ,-0.70679, -0.454827 
-0.239681 ,0.732625 ,-0.637035, 0.113488 
0 ,0 ,0, 1 
0.792416 ,0.526729 ,0.307625, -0.546279 
0.560919 ,-0.431065 ,-0.70679, -0.454827 
-0.239681 ,0.732625 ,-0.637035, 0.113488 
0 ,0 ,0, 1 
0.792416 ,0.52673 ,0.307624, -0.546279 
0.560919 ,-0.431065 ,-0.706791, -0.454827 
-0.239682 ,0.732624 ,-0.637036, 0.113489 
0 ,0 ,0, 1 
0.843232 ,0.478144 ,0.245639, -0.484907 
0.430675 ,-0.327467 ,-0.841002, -0.376142 
-0.321681 ,0.81495 ,-0.482055, 0.185401 
0 ,0 ,0, 1 
0.843232 ,0.478144 ,0.245639, -0.484907 
0.430675 ,-0.327467 ,-0.841002, -0.376142 
-0.321681 ,0.81495 ,-0.482055, 0.185401 
0 ,0 ,0, 1 
0.843232 ,0.478144 ,0.245639, -0.484907 
0.430675 ,-0.327467 ,-0.841002, -0.376142 
-0.321681 ,0.81495 ,-0.482055, 0.185401 
0 ,0 ,0, 1 
0.869672 ,0.433896 ,0.235384, -0.498352 
0.306256 ,-0.10029 ,-0.946652, -0.396008 
-0.387141 ,0.895364 ,-0.220102, 0.123475 
0 ,0 ,0, 1 
0.869672 ,0.433896 ,0.235384, -0.498352 
0.306256 ,-0.10029 ,-0.946652, -0.396008 
-0.387141 ,0.895364 ,-0.220102, 0.123475 
0 ,0 ,0, 1 
0.869672 ,0.433896 ,0.235384, -0.498352 
0.306256 ,-0.10029 ,-0.946652, -0.396008 
-0.387141 ,0.895364 ,-0.220102, 0.123475 
0 ,0 ,0, 1 
0.642401 ,0.679086 ,0.355196, -0.516649 
0.422142 ,0.0732718 ,-0.903563, -0.397824 
-0.639623 ,0.730393 ,-0.239601, 0.125681 
0 ,0 ,0, 1 
0.642401 ,0.679086 ,0.355196, -0.516649 
0.422142 ,0.0732718 ,-0.903563, -0.397824 
-0.639623 ,0.730393 ,-0.239601, 0.125681 
0 ,0 ,0, 1 
0.642401 ,0.679086 ,0.355196, -0.516649 
0.422142 ,0.0732718 ,-0.903563, -0.397824 
-0.639623 ,0.730393 ,-0.239601, 0.125681 
0 ,0 ,0, 1 
0.539058 ,0.754739 ,0.373879, -0.440317 
0.671114 ,-0.116658 ,-0.732118, -0.470596 
-0.508942 ,0.645569 ,-0.569402, 0.14017 
0 ,0 ,0, 1 
0.539058 ,0.754739 ,0.373879, -0.440317 
0.671114 ,-0.116658 ,-0.732118, -0.470596 
-0.508942 ,0.645569 ,-0.569402, 0.14017 
0 ,0 ,0, 1 
0.539058 ,0.754739 ,0.373879, -0.440317 
0.671114 ,-0.116658 ,-0.732118, -0.470596 
-0.508942 ,0.645569 ,-0.569402, 0.14017 
0 ,0 ,0, 1 
