-0.374667 ,-0.865867 ,0.331511, -0.640568 
-0.668052 ,0.00418014 ,-0.744103, 0.0557819 
0.642908 ,-0.500258 ,-0.58001, 0.576398 
0 ,0 ,0, 1 
-0.374667 ,-0.865867 ,0.331511, -0.640568 
-0.668052 ,0.00418014 ,-0.744103, 0.0557819 
0.642908 ,-0.500258 ,-0.58001, 0.576398 
0 ,0 ,0, 1 
-0.374667 ,-0.865867 ,0.331511, -0.640568 
-0.668052 ,0.00418014 ,-0.744103, 0.0557819 
0.642908 ,-0.500258 ,-0.58001, 0.576398 
0 ,0 ,0, 1 
0.0441524 ,-0.873317 ,0.485147, -0.643584 
-0.700402 ,-0.373345 ,-0.608318, -0.109997 
0.712382 ,-0.312939 ,-0.628157, 0.581046 
0 ,0 ,0, 1 
0.0441524 ,-0.873317 ,0.485147, -0.643584 
-0.700402 ,-0.373345 ,-0.608318, -0.109997 
0.712382 ,-0.312939 ,-0.628157, 0.581046 
0 ,0 ,0, 1 
0.0441524 ,-0.873317 ,0.485147, -0.643584 
-0.700402 ,-0.373345 ,-0.608318, -0.109997 
0.712382 ,-0.312939 ,-0.628157, 0.581046 
0 ,0 ,0, 1 
0.46795 ,-0.738662 ,0.485182, -0.643842 
-0.426191 ,-0.669562 ,-0.608316, -0.1101 
0.774199 ,0.0778813 ,-0.628133, 0.580922 
0 ,0 ,0, 1 
0.46795 ,-0.738662 ,0.485182, -0.643842 
-0.426191 ,-0.669562 ,-0.608316, -0.1101 
0.774199 ,0.0778813 ,-0.628133, 0.580922 
0 ,0 ,0, 1 
0.46795 ,-0.738662 ,0.485182, -0.643842 
-0.426191 ,-0.669562 ,-0.608316, -0.1101 
0.774199 ,0.0778813 ,-0.628133, 0.580922 
0 ,0 ,0, 1 
0.533638 ,-0.715377 ,0.451073, -0.611672 
-0.394808 ,-0.682405 ,-0.615183, -0.120496 
0.747902 ,0.150198 ,-0.646593, 0.639472 
0 ,0 ,0, 1 
0.533638 ,-0.715377 ,0.451073, -0.611672 
-0.394808 ,-0.682405 ,-0.615183, -0.120496 
0.747902 ,0.150198 ,-0.646593, 0.639472 
0 ,0 ,0, 1 
0.533637 ,-0.715378 ,0.451073, -0.611672 
-0.394809 ,-0.682404 ,-0.615183, -0.120496 
0.747902 ,0.150197 ,-0.646593, 0.639472 
0 ,0 ,0, 1 
0.143849 ,-0.851293 ,0.504586, -0.637491 
-0.625185 ,-0.473426 ,-0.620493, -0.117809 
0.767106 ,-0.226203 ,-0.600318, 0.586944 
0 ,0 ,0, 1 
0.143849 ,-0.851293 ,0.504586, -0.637491 
-0.625185 ,-0.473426 ,-0.620493, -0.117809 
0.767106 ,-0.226203 ,-0.600318, 0.586944 
0 ,0 ,0, 1 
0.143849 ,-0.851293 ,0.504586, -0.637491 
-0.625185 ,-0.473426 ,-0.620493, -0.117809 
0.767106 ,-0.226203 ,-0.600318, 0.586944 
0 ,0 ,0, 1 
-0.266951 ,-0.823081 ,0.501274, -0.635747 
-0.774186 ,-0.126602 ,-0.620168, -0.117935 
0.57391 ,-0.553634 ,-0.603421, 0.590516 
0 ,0 ,0, 1 
-0.266951 ,-0.823081 ,0.501274, -0.635747 
-0.774186 ,-0.126602 ,-0.620168, -0.117935 
0.57391 ,-0.553634 ,-0.603421, 0.590516 
0 ,0 ,0, 1 
-0.266952 ,-0.82308 ,0.501274, -0.635747 
-0.774186 ,-0.126602 ,-0.620168, -0.117935 
0.57391 ,-0.553635 ,-0.60342, 0.590515 
0 ,0 ,0, 1 
-0.569257 ,-0.651637 ,0.501314, -0.63562 
-0.761573 ,0.188204 ,-0.62015, -0.11799 
0.309764 ,-0.734812 ,-0.603405, 0.590655 
0 ,0 ,0, 1 
-0.569257 ,-0.651637 ,0.501314, -0.63562 
-0.761573 ,0.188204 ,-0.62015, -0.11799 
0.309764 ,-0.734812 ,-0.603405, 0.590655 
0 ,0 ,0, 1 
-0.569257 ,-0.651637 ,0.501314, -0.63562 
-0.761573 ,0.188204 ,-0.62015, -0.11799 
0.309764 ,-0.734812 ,-0.603405, 0.590655 
0 ,0 ,0, 1 
-0.569222 ,-0.651622 ,0.501373, -0.565938 
-0.761605 ,0.188159 ,-0.620124, -0.204185 
0.309748 ,-0.734837 ,-0.603383, 0.506736 
0 ,0 ,0, 1 
-0.569222 ,-0.651622 ,0.501373, -0.565938 
-0.761605 ,0.188159 ,-0.620124, -0.204185 
0.309748 ,-0.734837 ,-0.603383, 0.506736 
0 ,0 ,0, 1 
-0.569222 ,-0.651622 ,0.501373, -0.565938 
-0.761605 ,0.188159 ,-0.620124, -0.204185 
0.309748 ,-0.734837 ,-0.603383, 0.506736 
0 ,0 ,0, 1 
-0.202716 ,-0.841118 ,0.501425, -0.572435 
-0.762177 ,-0.185967 ,-0.620083, -0.214443 
0.614811 ,-0.507875 ,-0.603382, 0.511807 
0 ,0 ,0, 1 
-0.202716 ,-0.841118 ,0.501424, -0.572435 
-0.762177 ,-0.185966 ,-0.620083, -0.214442 
0.614812 ,-0.507874 ,-0.603382, 0.511807 
0 ,0 ,0, 1 
-0.202716 ,-0.841118 ,0.501425, -0.572435 
-0.762177 ,-0.185967 ,-0.620083, -0.214443 
0.614811 ,-0.507875 ,-0.603382, 0.511807 
0 ,0 ,0, 1 
